frame,object_type,confidence,tracking_id,x1,y1,x2,y2,license_plate_confidence,mx1,my1,mx2,my2,license_plate_text
751,car,0.17,13,1276,316,1296,342,,,,,,
751,car,0.83,15,980,301,1133,418,,,,,,
751,car,0.76,18,1306,321,1370,364,,,,,,
751,person,0.46,11,834,283,874,373,,,,,,
751,car,0.55,20,1180,317,1227,347,,,,,,
752,car,0.19,13,1275,317,1297,342,,,,,,
752,car,0.87,15,975,298,1134,419,,,,,,
752,car,0.75,18,1306,321,1369,364,,,,,,
752,person,0.23,11,834,272,877,375,,,,,,
752,car,0.53,20,1181,318,1228,347,,,,,,
753,car,0.19,13,1276,317,1298,342,,,,,,
753,car,0.86,15,970,298,1133,421,,,,,,
753,car,0.7,18,1306,323,1369,363,,,,,,
753,person,0.41,11,834,279,870,374,,,,,,
753,car,0.5,20,1181,318,1227,347,,,,,,
754,car,0.18,13,1276,317,1301,342,,,,,,
754,car,0.91,15,965,299,1135,423,,,,,,
754,car,0.66,18,1305,323,1368,363,,,,,,
754,person,0.48,11,834,283,869,374,,,,,,
754,car,0.5,20,1181,319,1228,346,,,,,,
755,car,0.19,13,1275,317,1300,342,,,,,,
755,car,0.88,15,959,300,1136,425,,,,,,
755,car,0.64,18,1305,323,1367,363,,,,,,
755,person,0.57,11,833,285,868,373,,,,,,
755,car,0.54,20,1181,319,1229,347,,,,,,
756,car,0.18,13,1276,317,1301,342,,,,,,
756,car,0.84,15,954,299,1134,426,,,,,,
756,car,0.63,18,1305,323,1365,363,,,,,,
756,person,0.58,11,834,286,870,373,,,,,,
756,car,0.59,20,1181,320,1230,347,,,,,,
757,car,0.15,13,1277,316,1300,341,,,,,,
757,car,0.84,15,947,298,1130,429,,,,,,
757,car,0.66,18,1305,322,1362,362,0.12,1305,345,1349,362,434
757,person,0.55,11,834,286,869,371,,,,,,
757,car,0.59,20,1182,320,1231,347,,,,,,
758,car,0.17,13,1277,316,1300,341,,,,,,
758,car,0.84,15,945,299,1129,429,,,,,,
758,car,0.66,18,1305,322,1361,362,0.91,1305,344,1348,362,43
758,person,0.54,11,835,286,869,371,,,,,,
758,car,0.62,20,1183,319,1231,348,,,,,,
759,car,0.16,13,1277,316,1300,341,,,,,,
759,car,0.8,15,939,299,1129,429,,,,,,
759,car,0.65,18,1305,323,1360,361,,,,,,
759,person,0.45,11,835,288,869,370,,,,,,
759,car,0.64,20,1183,319,1232,348,,,,,,
760,car,0.15,13,1277,316,1299,341,,,,,,
760,car,0.75,15,933,298,1122,431,,,,,,
760,car,0.61,18,1304,324,1359,361,,,,,,
760,person,0.4,11,837,289,870,369,,,,,,
760,car,0.65,20,1183,319,1233,348,,,,,,
761,car,0.15,13,1277,316,1297,341,,,,,,
761,car,0.73,15,927,298,1116,433,,,,,,
761,car,0.65,18,1303,323,1359,361,,,,,,
761,person,0.36,11,838,289,871,366,,,,,,
761,car,0.66,20,1182,319,1234,348,,,,,,
762,car,0.16,13,1275,316,1296,342,,,,,,
762,car,0.58,15,922,296,1114,435,,,,,,
762,car,0.68,18,1302,322,1359,361,,,,,,
762,person,0.42,11,839,288,871,367,,,,,,
762,car,0.67,20,1182,319,1235,348,,,,,,
763,car,0.15,13,1275,317,1296,342,,,,,,
763,car,0.75,15,916,296,1112,439,0.01,961,385,1013,403,LJ7
763,car,0.64,18,1301,322,1358,361,,,,,,
763,person,0.38,11,841,288,870,368,,,,,,
763,car,0.65,20,1183,318,1236,348,,,,,,
764,car,0.15,13,1273,317,1295,341,,,,,,
764,car,0.8,15,908,295,1109,440,,,,,,
764,car,0.62,18,1301,323,1356,361,,,,,,
764,person,0.37,11,841,288,871,370,,,,,,
764,car,0.67,20,1184,318,1237,348,,,,,,
765,car,0.16,13,1275,317,1297,341,,,,,,
765,car,0.73,15,900,294,1107,442,0.2,949,387,1002,406,O
765,car,0.63,18,1301,323,1355,360,,,,,,
765,person,0.31,11,841,290,872,372,,,,,,
765,car,0.67,20,1184,318,1237,348,,,,,,
766,car,0.15,13,1276,317,1299,341,,,,,,
766,car,0.64,15,894,295,1105,445,0.05,942,389,998,408,JT
766,car,0.64,18,1300,323,1353,360,,,,,,
766,person,0.19,11,842,292,874,369,,,,,,
766,car,0.66,20,1184,317,1238,348,,,,,,
767,car,0.15,13,1276,318,1298,341,,,,,,
767,car,0.67,15,887,295,1102,449,0.32,936,391,992,410,QD
767,car,0.66,18,1300,323,1352,360,,,,,,
767,person,0.23,11,843,292,875,370,,,,,,
767,car,0.67,20,1185,318,1238,347,,,,,,
768,car,0.14,13,1277,317,1298,341,,,,,,
768,car,0.67,15,879,295,1098,452,0.02,929,393,985,412,OALQ
768,car,0.65,18,1299,322,1351,359,,,,,,
768,person,0.27,11,844,294,881,373,,,,,,
768,car,0.64,20,1186,318,1238,348,,,,,,
769,car,0.13,13,1277,317,1298,342,,,,,,
769,car,0.69,15,871,294,1093,455,0.23,921,395,980,414,QL
769,car,0.62,18,1299,322,1349,359,,,,,,
769,person,0.19,11,846,294,881,375,,,,,,
769,car,0.63,20,1187,318,1240,349,,,,,,
770,car,0.13,13,1277,318,1299,343,,,,,,
770,car,0.76,15,862,294,1090,458,0.86,914,396,972,417,E
770,car,0.6,18,1298,322,1348,359,,,,,,
770,person,0.19,11,848,293,881,368,,,,,,
770,car,0.64,20,1190,318,1240,349,,,,,,
771,car,0.12,13,1277,318,1299,344,,,,,,
771,car,0.86,15,853,294,1087,460,0.1,906,398,965,419,EK
771,car,0.61,18,1297,321,1348,359,,,,,,
771,person,0.17,11,847,292,883,363,,,,,,
771,car,0.58,20,1192,318,1241,349,,,,,,
772,car,0.12,13,1276,319,1297,344,,,,,,
772,car,0.61,15,842,294,1085,463,0.09,898,400,957,420,DI
772,car,0.61,18,1295,322,1347,359,,,,,,
772,car,0.6,20,1194,318,1241,348,,,,,,
773,car,0.15,13,1276,318,1298,344,,,,,,
773,car,0.7,15,832,293,1082,466,0.12,888,402,950,422,MI
773,car,0.55,18,1293,323,1347,359,,,,,,
773,car,0.61,20,1193,318,1242,348,,,,,,
774,car,0.15,13,1277,319,1298,346,,,,,,
774,car,0.88,15,823,293,1076,469,0.06,878,404,942,425,DKO
774,car,0.54,18,1290,323,1346,359,,,,,,
774,car,0.61,20,1192,318,1243,349,,,,,,
775,car,0.14,13,1277,318,1298,346,,,,,,
775,car,0.88,15,812,292,1073,474,0.72,869,406,935,426,Q
775,car,0.57,18,1288,323,1344,359,,,,,,
775,car,0.6,20,1191,319,1243,349,,,,,,
776,car,0.13,13,1278,318,1298,346,,,,,,
776,car,0.89,15,801,292,1069,477,0.25,858,408,926,430,MEG
776,car,0.58,18,1287,323,1344,358,,,,,,
776,car,0.62,20,1191,319,1244,350,,,,,,
777,car,0.14,13,1279,319,1300,345,,,,,,
777,car,0.88,15,789,292,1064,481,0.37,848,410,917,432,D
777,car,0.63,18,1287,322,1343,358,,,,,,
777,car,0.59,20,1193,320,1244,350,,,,,,
778,car,0.15,13,1279,319,1301,346,,,,,,
778,car,0.88,15,777,291,1061,486,0.32,835,413,906,435,D
778,car,0.62,18,1287,322,1343,357,,,,,,
778,car,0.62,20,1195,320,1245,351,,,,,,
779,car,0.14,13,1279,319,1303,348,,,,,,
779,car,0.89,15,764,291,1056,489,0.29,824,416,895,439,DF
779,car,0.6,18,1286,322,1343,358,,,,,,
779,car,0.64,20,1196,321,1246,351,,,,,,
780,car,0.15,13,1279,319,1305,348,,,,,,
780,car,0.88,15,750,290,1051,495,0.31,812,419,885,442,M
780,car,0.62,18,1286,322,1342,358,,,,,,
780,car,0.64,20,1197,321,1246,351,,,,,,
781,car,0.16,13,1280,318,1307,348,,,,,,
781,car,0.92,15,736,290,1046,499,0.14,799,422,874,446,D
781,car,0.63,18,1287,321,1342,357,,,,,,
781,car,0.66,20,1196,321,1245,352,,,,,,
782,car,0.17,13,1280,318,1307,349,,,,,,
782,car,0.92,15,721,290,1042,505,0.57,783,425,863,449,DE
782,car,0.62,18,1287,320,1342,357,,,,,,
782,car,0.65,20,1195,320,1245,352,,,,,,
783,car,0.21,13,1280,317,1312,350,,,,,,
783,car,0.9,15,705,289,1037,511,0.14,767,429,849,454,DED
783,car,0.64,18,1286,320,1341,357,,,,,,
783,car,0.64,20,1195,321,1246,353,,,,,,
784,car,0.22,13,1280,318,1314,350,,,,,,
784,car,0.93,15,688,288,1030,516,0.15,751,432,835,458,MBAKD
784,car,0.61,18,1285,320,1340,357,,,,,,
784,car,0.69,20,1196,322,1247,353,,,,,,
785,car,0.22,13,1280,318,1316,350,,,,,,
785,car,0.93,15,668,287,1024,521,0.21,734,436,820,463,D
785,car,0.63,18,1285,320,1340,356,,,,,,
785,car,0.68,20,1197,321,1247,353,,,,,,
786,car,0.21,13,1280,318,1317,350,,,,,,
786,car,0.93,15,648,287,1019,528,0.18,716,441,805,469,D
786,car,0.63,18,1284,320,1340,356,,,,,,
786,car,0.69,20,1197,321,1248,354,,,,,,
787,car,0.24,13,1280,317,1324,351,,,,,,
787,car,0.94,15,629,285,1012,534,0.65,697,445,790,474,D
787,car,0.63,18,1284,319,1339,356,,,,,,
787,car,0.69,20,1196,321,1248,354,,,,,,
788,car,0.91,15,606,285,1005,540,0.12,676,449,772,479,DA
788,car,0.61,18,1282,319,1337,356,,,,,,
788,car,0.68,20,1195,321,1249,354,,,,,,
789,car,0.89,15,583,284,1000,547,0.45,652,454,751,486,D
789,car,0.6,18,1282,319,1335,355,,,,,,
789,car,0.68,20,1196,320,1249,354,,,,,,
790,car,0.92,15,557,284,994,557,0.3,627,459,731,491,E
790,car,0.62,18,1281,319,1332,355,,,,,,
790,car,0.66,20,1195,320,1249,354,,,,,,
791,car,0.92,15,528,284,983,565,0.25,600,464,709,498,DC
791,car,0.64,18,1281,318,1332,355,,,,,,
791,car,0.63,20,1195,319,1249,354,,,,,,
792,car,0.93,15,500,283,975,575,0.11,573,470,685,506,DC
792,car,0.63,18,1281,318,1331,355,,,,,,
792,car,0.62,20,1195,319,1250,355,,,,,,
793,car,0.88,15,468,282,965,587,0.46,541,476,656,514,Z
793,car,0.62,18,1282,319,1334,355,,,,,,
793,car,0.58,20,1196,318,1251,355,,,,,,
794,car,0.93,15,431,280,955,599,0.08,507,484,627,524,E0IC
794,car,0.6,18,1282,320,1335,355,,,,,,
794,car,0.54,20,1198,320,1251,355,,,,,,
795,car,0.93,15,395,279,945,613,,,,,,
795,car,0.62,18,1281,320,1332,355,,,,,,
795,car,0.58,20,1199,321,1251,356,,,,,,
796,car,0.93,15,351,278,934,623,0.28,422,503,562,544,Q
796,car,0.62,18,1281,320,1331,355,,,,,,
796,car,0.6,20,1201,321,1251,356,,,,,,
797,car,0.94,15,304,277,922,641,,,,,,
797,car,0.63,18,1281,320,1334,354,,,,,,
797,car,0.63,20,1202,321,1251,356,,,,,,
798,car,0.87,15,250,275,910,655,,,,,,
798,car,0.62,18,1280,320,1336,354,,,,,,
798,car,0.64,20,1202,322,1252,357,,,,,,
799,car,0.86,15,194,270,899,675,,,,,,
799,car,0.59,18,1280,319,1330,353,,,,,,
799,car,0.59,20,1201,321,1253,357,,,,,,
799,car,0.61,21,1343,322,1384,353,,,,,,
800,car,0.92,15,131,267,883,698,,,,,,
800,car,0.52,18,1279,319,1321,353,,,,,,
800,car,0.58,20,1202,321,1254,357,,,,,,
800,car,0.59,21,1343,322,1383,353,,,,,,
801,car,0.91,15,54,264,868,720,,,,,,
801,car,0.52,18,1278,319,1317,353,,,,,,
801,car,0.59,20,1202,321,1256,357,,,,,,
801,car,0.56,21,1344,322,1383,353,,,,,,
802,car,0.92,15,8,262,852,747,,,,,,
802,car,0.56,18,1275,318,1315,351,,,,,,
802,car,0.59,20,1202,321,1257,357,,,,,,
802,car,0.56,21,1344,322,1384,353,,,,,,
803,car,0.93,15,0,259,834,779,,,,,,
803,car,0.57,18,1274,317,1314,350,,,,,,
803,car,0.54,20,1200,320,1258,357,,,,,,
803,car,0.57,21,1344,322,1384,352,,,,,,
804,car,0.92,15,0,254,815,815,,,,,,
804,car,0.58,18,1274,317,1313,350,,,,,,
804,car,0.58,20,1198,320,1258,357,,,,,,
804,car,0.57,21,1344,322,1384,352,,,,,,
805,car,0.92,15,0,251,792,865,,,,,,
805,car,0.5,18,1276,318,1318,350,,,,,,
805,car,0.65,20,1197,319,1259,358,,,,,,
805,car,0.57,21,1343,322,1384,352,,,,,,
806,car,0.94,15,0,247,770,913,,,,,,
806,car,0.4,18,1275,317,1315,349,,,,,,
806,car,0.66,20,1199,320,1261,358,,,,,,
806,car,0.57,21,1343,322,1384,352,,,,,,
807,car,0.95,15,0,243,743,964,,,,,,
807,car,0.34,18,1275,317,1313,349,,,,,,
807,car,0.67,20,1200,319,1262,358,,,,,,
807,car,0.56,21,1343,322,1383,352,,,,,,
808,car,0.96,15,0,241,713,1031,,,,,,
808,car,0.31,18,1274,317,1312,350,,,,,,
808,car,0.64,20,1201,319,1263,359,,,,,,
808,car,0.56,21,1343,322,1383,353,,,,,,
809,car,0.96,15,0,237,682,1056,,,,,,
809,car,0.25,18,1274,318,1310,350,,,,,,
809,car,0.58,20,1202,319,1264,359,,,,,,
809,car,0.56,21,1343,322,1382,352,,,,,,
810,car,0.95,15,0,232,645,998,,,,,,
810,car,0.27,18,1274,318,1309,349,,,,,,
810,car,0.67,20,1202,320,1265,360,,,,,,
810,car,0.57,21,1343,322,1382,352,,,,,,
811,car,0.95,15,0,226,602,970,,,,,,
811,car,0.22,18,1274,318,1308,349,,,,,,
811,car,0.64,20,1202,319,1267,360,,,,,,
811,car,0.57,21,1343,322,1382,352,,,,,,
812,car,0.95,15,0,221,555,956,,,,,,
812,car,0.25,18,1272,317,1307,348,,,,,,
812,car,0.58,20,1202,318,1269,361,,,,,,
812,car,0.57,21,1343,322,1383,352,,,,,,
813,car,0.93,15,0,219,502,953,,,,,,
813,car,0.22,18,1272,317,1307,348,,,,,,
813,car,0.56,20,1202,318,1270,361,,,,,,
813,car,0.56,21,1343,321,1382,352,,,,,,
814,car,0.88,15,0,228,438,953,,,,,,
814,car,0.19,18,1273,317,1306,348,,,,,,
814,car,0.58,20,1203,318,1271,362,,,,,,
814,car,0.58,21,1343,321,1383,352,,,,,,
815,car,0.78,15,0,241,364,984,,,,,,
815,car,0.24,18,1273,316,1307,348,,,,,,
815,car,0.63,20,1202,318,1272,361,,,,,,
815,car,0.57,21,1343,321,1382,352,,,,,,
816,car,0.82,15,0,302,273,1040,,,,,,
816,car,0.27,18,1272,316,1306,347,,,,,,
816,car,0.7,20,1202,319,1273,361,,,,,,
816,car,0.57,21,1343,321,1382,352,,,,,,
817,car,0.8,15,0,392,163,1047,,,,,,
817,car,0.27,18,1270,316,1306,347,,,,,,
817,car,0.68,20,1204,319,1272,361,,,,,,
817,car,0.58,21,1343,322,1382,352,,,,,,
818,car,0.26,18,1270,316,1306,348,,,,,,
818,car,0.71,20,1205,318,1273,362,,,,,,
818,car,0.58,21,1343,322,1381,352,,,,,,
818,car,0.51,13,1302,319,1344,348,,,,,,
819,car,0.28,18,1270,317,1307,349,,,,,,
819,car,0.75,20,1206,319,1274,363,,,,,,
819,car,0.57,21,1343,322,1381,352,,,,,,
819,car,0.5,13,1302,320,1344,348,,,,,,
820,car,0.28,18,1270,318,1307,350,,,,,,
820,car,0.78,20,1207,319,1274,363,,,,,,
820,car,0.57,21,1343,321,1382,352,,,,,,
820,car,0.48,13,1302,320,1344,348,,,,,,
821,car,0.19,18,1272,318,1307,351,,,,,,
821,car,0.78,20,1208,320,1276,363,,,,,,
821,car,0.55,21,1343,321,1382,352,,,,,,
821,car,0.49,13,1302,319,1344,348,,,,,,
822,car,0.16,18,1273,318,1306,353,,,,,,
822,car,0.76,20,1209,320,1277,363,,,,,,
822,car,0.56,21,1343,322,1383,352,,,,,,
822,car,0.48,13,1302,319,1344,348,,,,,,
823,car,0.16,18,1273,319,1306,355,,,,,,
823,car,0.73,20,1209,321,1278,363,,,,,,
823,car,0.56,21,1343,322,1383,352,,,,,,
823,car,0.48,13,1301,319,1345,348,,,,,,
824,car,0.13,18,1270,320,1304,357,,,,,,
824,car,0.73,20,1210,321,1279,364,,,,,,
824,car,0.56,21,1343,321,1384,352,,,,,,
824,car,0.49,13,1301,319,1345,348,,,,,,
825,car,0.13,18,1270,321,1303,358,,,,,,
825,car,0.71,20,1212,320,1280,364,,,,,,
825,car,0.57,21,1343,321,1384,352,,,,,,
825,car,0.5,13,1301,320,1345,348,,,,,,
826,car,0.12,18,1270,321,1303,358,,,,,,
826,car,0.72,20,1212,320,1280,365,,,,,,
826,car,0.57,21,1343,321,1384,352,,,,,,
826,car,0.51,13,1301,320,1345,348,,,,,,
826,car,0.63,22,1432,324,1513,380,,,,,,
827,car,0.11,18,1267,321,1297,357,,,,,,
827,car,0.69,20,1213,320,1282,365,,,,,,
827,car,0.55,21,1344,321,1384,352,,,,,,
827,car,0.51,13,1301,319,1345,348,,,,,,
827,car,0.63,22,1432,324,1512,380,,,,,,
828,car,0.11,18,1260,320,1293,357,,,,,,
828,car,0.68,20,1213,319,1284,366,,,,,,
828,car,0.56,21,1344,321,1384,352,,,,,,
828,car,0.52,13,1300,319,1345,348,,,,,,
828,car,0.64,22,1432,324,1512,380,,,,,,
829,car,0.65,20,1213,322,1285,369,,,,,,
829,car,0.57,21,1344,321,1384,352,,,,,,
829,car,0.51,13,1299,319,1345,348,,,,,,
829,car,0.63,22,1432,324,1513,380,,,,,,
830,car,0.69,20,1214,324,1286,370,,,,,,
830,car,0.57,21,1344,321,1384,352,,,,,,
830,car,0.52,13,1299,320,1345,348,,,,,,
830,car,0.63,22,1432,325,1513,380,,,,,,
831,car,0.71,20,1215,322,1288,371,,,,,,
831,car,0.58,21,1344,321,1384,352,,,,,,
831,car,0.53,13,1299,320,1345,348,,,,,,
831,car,0.64,22,1432,324,1513,379,,,,,,
832,car,0.71,20,1215,323,1289,371,,,,,,
832,car,0.57,21,1344,321,1384,352,,,,,,
832,car,0.53,13,1299,320,1345,348,,,,,,
832,car,0.64,22,1432,324,1513,379,,,,,,
833,car,0.71,20,1215,322,1291,372,,,,,,
833,car,0.58,21,1344,321,1384,353,,,,,,
833,car,0.53,13,1300,320,1345,348,,,,,,
833,car,0.63,22,1432,324,1513,379,,,,,,
834,car,0.67,20,1216,324,1295,374,,,,,,
834,car,0.58,21,1344,321,1385,353,,,,,,
834,car,0.54,13,1301,320,1345,348,,,,,,
834,car,0.63,22,1432,324,1513,380,,,,,,
835,car,0.67,20,1218,324,1297,375,,,,,,
835,car,0.57,21,1344,321,1384,352,,,,,,
835,car,0.54,13,1301,320,1345,347,,,,,,
835,car,0.63,22,1432,324,1513,379,,,,,,
836,car,0.7,20,1218,318,1299,377,,,,,,
836,car,0.58,21,1343,321,1383,353,,,,,,
836,car,0.52,13,1301,320,1344,347,,,,,,
836,car,0.62,22,1432,324,1513,379,,,,,,
837,car,0.74,20,1218,314,1301,379,,,,,,
837,car,0.57,21,1343,321,1383,353,,,,,,
837,car,0.52,13,1301,320,1345,348,,,,,,
837,car,0.63,22,1432,324,1513,380,,,,,,
838,car,0.72,20,1218,313,1303,380,,,,,,
838,car,0.58,21,1343,321,1383,353,,,,,,
838,car,0.52,13,1298,319,1344,348,,,,,,
838,car,0.63,22,1432,324,1513,380,,,,,,
839,car,0.73,20,1219,312,1304,380,,,,,,
839,car,0.57,21,1343,321,1383,353,,,,,,
839,car,0.53,13,1297,319,1344,348,,,,,,
839,car,0.63,22,1432,324,1513,380,,,,,,
840,car,0.71,20,1220,311,1304,380,,,,,,
840,car,0.58,21,1343,321,1383,352,,,,,,
840,car,0.52,13,1297,318,1344,348,,,,,,
840,car,0.63,22,1432,324,1513,380,,,,,,
841,car,0.72,20,1221,313,1305,380,,,,,,
841,car,0.57,21,1343,321,1382,352,,,,,,
841,car,0.54,13,1298,318,1344,348,,,,,,
841,car,0.61,22,1432,324,1513,380,,,,,,
842,car,0.66,20,1222,313,1305,380,,,,,,
842,car,0.57,21,1343,321,1381,352,,,,,,
842,car,0.47,13,1301,319,1344,348,,,,,,
842,car,0.61,22,1432,325,1513,380,,,,,,
843,car,0.7,20,1223,316,1306,380,,,,,,
843,car,0.56,21,1343,321,1381,352,,,,,,
843,car,0.49,13,1302,320,1345,347,,,,,,
843,car,0.61,22,1432,325,1513,380,,,,,,
844,car,0.74,20,1223,319,1308,382,,,,,,
844,car,0.54,21,1344,321,1380,352,,,,,,
844,car,0.48,13,1303,319,1345,347,,,,,,
844,car,0.62,22,1432,325,1513,380,,,,,,
845,car,0.76,20,1223,319,1310,384,,,,,,
845,car,0.55,21,1344,321,1381,353,,,,,,
845,car,0.49,13,1304,319,1345,347,,,,,,
845,car,0.63,22,1432,325,1513,380,,,,,,
846,car,0.76,20,1224,319,1312,386,,,,,,
846,car,0.56,21,1344,321,1380,353,,,,,,
846,car,0.47,13,1304,318,1345,347,,,,,,
846,car,0.63,22,1432,325,1513,380,,,,,,
847,car,0.78,20,1225,320,1313,387,,,,,,
847,car,0.58,21,1344,321,1381,353,,,,,,
847,car,0.46,13,1305,318,1346,347,,,,,,
847,car,0.63,22,1432,325,1513,380,,,,,,
848,car,0.77,20,1226,319,1315,387,,,,,,
848,car,0.56,21,1344,321,1381,353,,,,,,
848,car,0.45,13,1305,318,1346,348,,,,,,
848,car,0.63,22,1432,325,1513,380,,,,,,
849,car,0.77,20,1227,320,1316,388,,,,,,
849,car,0.56,21,1344,321,1382,353,,,,,,
849,car,0.47,13,1306,318,1346,348,,,,,,
849,car,0.63,22,1432,325,1513,380,,,,,,
850,car,0.78,20,1229,321,1318,390,,,,,,
850,car,0.56,21,1344,321,1382,353,,,,,,
850,car,0.42,13,1307,319,1346,348,,,,,,
850,car,0.63,22,1432,325,1513,380,,,,,,
850,person,0.62,23,884,290,911,365,,,,,,
851,car,0.77,20,1230,321,1320,391,,,,,,
851,car,0.57,21,1344,322,1383,353,,,,,,
851,car,0.37,13,1308,319,1346,348,,,,,,
851,car,0.63,22,1432,325,1512,380,,,,,,
851,person,0.57,23,884,290,912,366,,,,,,
852,car,0.72,20,1231,321,1323,391,,,,,,
852,car,0.57,21,1344,321,1383,352,,,,,,
852,car,0.29,13,1307,319,1346,348,,,,,,
852,car,0.63,22,1432,325,1512,380,,,,,,
852,person,0.44,23,884,290,912,365,,,,,,
853,car,0.76,20,1233,318,1324,392,,,,,,
853,car,0.59,21,1345,322,1384,352,,,,,,
853,car,0.28,13,1310,319,1345,348,,,,,,
853,car,0.61,22,1433,325,1513,380,,,,,,
853,person,0.46,23,885,291,912,364,,,,,,
854,car,0.78,20,1234,318,1326,393,,,,,,
854,car,0.58,21,1344,322,1385,353,,,,,,
854,car,0.21,13,1311,319,1344,348,,,,,,
854,car,0.61,22,1433,325,1513,380,,,,,,
854,person,0.51,23,885,291,912,364,,,,,,
855,car,0.77,20,1234,317,1330,394,,,,,,
855,car,0.6,21,1343,322,1386,352,,,,,,
855,car,0.16,13,1312,319,1343,346,,,,,,
855,car,0.59,22,1433,325,1513,380,,,,,,
855,person,0.62,23,886,292,913,364,,,,,,
856,car,0.81,20,1235,317,1331,394,,,,,,
856,car,0.61,21,1342,323,1386,353,,,,,,
856,car,0.14,13,1315,319,1342,346,,,,,,
856,car,0.58,22,1434,325,1513,380,,,,,,
856,person,0.54,23,887,292,914,364,,,,,,
857,car,0.81,20,1236,317,1333,395,,,,,,
857,car,0.61,21,1341,323,1386,353,,,,,,
857,car,0.59,22,1434,325,1513,379,,,,,,
857,person,0.35,23,888,292,915,364,,,,,,
858,car,0.76,20,1236,316,1335,395,,,,,,
858,car,0.61,21,1341,323,1386,353,,,,,,
858,car,0.59,22,1434,325,1513,379,,,,,,
858,person,0.4,23,888,293,916,364,,,,,,
859,car,0.77,20,1236,316,1337,396,,,,,,
859,car,0.6,21,1342,323,1386,353,,,,,,
859,car,0.59,22,1434,325,1513,379,,,,,,
859,person,0.5,23,889,291,916,364,,,,,,
860,car,0.77,20,1237,316,1339,397,,,,,,
860,car,0.56,21,1342,323,1387,353,,,,,,
860,car,0.59,22,1434,325,1513,379,,,,,,
860,person,0.19,23,890,293,916,364,,,,,,
861,car,0.75,20,1237,316,1342,397,,,,,,
861,car,0.52,21,1342,323,1387,352,,,,,,
861,car,0.59,22,1434,325,1513,379,,,,,,
862,car,0.76,20,1238,316,1344,399,,,,,,
862,car,0.54,21,1355,324,1393,355,,,,,,
862,car,0.6,22,1434,325,1513,379,,,,,,
863,car,0.78,20,1239,317,1346,401,,,,,,
863,car,0.52,21,1358,325,1395,357,,,,,,
863,car,0.58,22,1434,325,1513,379,,,,,,
864,car,0.79,20,1241,317,1348,402,,,,,,
864,car,0.55,21,1357,324,1396,357,,,,,,
864,car,0.58,22,1434,325,1513,379,,,,,,
865,car,0.8,20,1242,317,1350,402,,,,,,
865,car,0.49,21,1361,325,1396,357,,,,,,
865,car,0.6,22,1433,325,1513,380,,,,,,
866,car,0.81,20,1242,316,1352,404,,,,,,
866,car,0.52,21,1361,325,1396,357,,,,,,
866,car,0.59,22,1433,325,1513,380,,,,,,
867,car,0.81,20,1243,315,1354,404,,,,,,
867,car,0.52,21,1359,325,1396,357,,,,,,
867,car,0.59,22,1434,325,1513,380,,,,,,
868,car,0.82,20,1244,316,1358,405,,,,,,
868,car,0.48,21,1357,325,1396,357,,,,,,
868,car,0.59,22,1433,325,1513,380,,,,,,
869,car,0.86,20,1245,315,1361,405,,,,,,
869,car,0.5,21,1354,324,1396,357,,,,,,
869,car,0.58,22,1433,325,1513,380,,,,,,
870,car,0.85,20,1245,316,1362,406,,,,,,
870,car,0.5,21,1352,325,1396,357,,,,,,
870,car,0.6,22,1433,324,1513,380,,,,,,
871,car,0.85,20,1245,315,1365,408,,,,,,
871,car,0.47,21,1352,325,1397,357,,,,,,
871,car,0.59,22,1433,324,1513,380,,,,,,
872,car,0.85,20,1246,316,1367,412,,,,,,
872,car,0.46,21,1352,324,1397,357,,,,,,
872,car,0.59,22,1434,324,1513,380,,,,,,
873,car,0.86,20,1246,316,1369,413,,,,,,
873,car,0.42,21,1356,324,1397,357,,,,,,
873,car,0.59,22,1434,324,1513,380,,,,,,
874,car,0.87,20,1246,316,1373,416,,,,,,
874,car,0.37,21,1358,324,1397,357,,,,,,
874,car,0.58,22,1434,324,1513,379,,,,,,
875,car,0.88,20,1247,316,1376,417,,,,,,
875,car,0.33,21,1361,324,1397,357,,,,,,
875,car,0.58,22,1434,324,1513,379,,,,,,
875,car,0.56,24,1062,313,1137,346,,,,,,
876,car,0.87,20,1250,316,1379,420,,,,,,
876,car,0.32,21,1361,324,1396,357,,,,,,
876,car,0.58,22,1434,324,1513,379,,,,,,
876,car,0.62,24,1065,313,1140,347,,,,,,
877,car,0.85,20,1249,315,1383,421,,,,,,
877,car,0.25,21,1363,324,1395,356,,,,,,
877,car,0.58,22,1435,324,1513,379,,,,,,
877,car,0.59,24,1068,312,1140,347,,,,,,
878,car,0.85,20,1250,316,1387,424,,,,,,
878,car,0.2,21,1365,323,1396,356,,,,,,
878,car,0.58,22,1435,324,1513,379,,,,,,
878,car,0.55,24,1070,312,1141,346,,,,,,
879,car,0.84,20,1250,316,1390,426,,,,,,
879,car,0.16,21,1367,322,1396,356,,,,,,
879,car,0.58,22,1435,324,1513,380,,,,,,
879,car,0.55,24,1075,312,1142,346,,,,,,
880,car,0.92,20,1251,315,1396,428,,,,,,
880,car,0.1,21,1368,322,1395,356,,,,,,
880,car,0.57,22,1436,324,1513,379,,,,,,
880,car,0.58,24,1078,312,1143,345,,,,,,
881,car,0.86,20,1252,315,1399,430,,,,,,
881,car,0.57,22,1438,324,1513,380,,,,,,
881,car,0.62,24,1079,312,1145,346,,,,,,
882,car,0.89,20,1254,316,1402,431,,,,,,
